name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
"Messiah, HWV 56, Pt. 2 Scene 7: No. 44, Hallelujah (Chorus)",George Frideric Handel,London Philharmonic Choir,spotify:track:1HaSM9ypKF8yVu6M0jojEx,212173,0.477,0.405,2,-11.441,1,0.0294,0.958,0.226,0.269,0.492,112.235,4
"Nonet in E-Flat Major, Op. 38: III. Scherzo. Vivace",Louise Farrenc,Consortium Classicum,spotify:track:2z7iDr3N4NbW4VmwpQWbTS,307893,0.39,0.0462,0,-24.885,1,0.0429,0.976,0.624,0.0893,0.305,79.268,1
"Kinderszenen, Op. 15: VII. Träumerei",Robert Schumann,Ivan Moravec,spotify:track:50VVlZROGaROAwNqAMxA6B,186200,0.453,0.00715,5,-33.859,1,0.0709,0.995,0.931,0.0647,0.257,135.407,1
"Violin Concerto In D Major, Op.35: 3. Finale: Allegro assai vivace",Erich Wolfgang Korngold,Anne-Sophie Mutter,spotify:track:7hOLwSaTSkrqxSMzj4bXI1,424653,0.405,0.318,9,-17.14,1,0.0565,0.938,0.723,0.284,0.342,151.434,1
Just (After Song of Songs),David Lang,Trio Mediæval,spotify:track:6fcJCdlx1AOBFCD1lIJcrf,767342,0.29,0.0662,7,-22.708,1,0.0434,0.847,3.89e-06,0.159,0.0726,143.825,4
Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro,Johann Sebastian Bach,Freiburger Barockorchester,spotify:track:3nxaPqAOxUxkLhIhbvmv4t,453507,0.441,0.319,3,-13.99,1,0.0392,0.829,0.0,0.0765,0.671,99.419,3
The Lamb,John Tavener,12 Ensemble,spotify:track:7wvy3ROg2vEJyWgjDvMD8m,236827,0.0874,0.0474,4,-23.13,0,0.0532,0.924,0.768,0.149,0.0331,72.393,1
3 Gymnopédies: No.1 Lent et douloureux,Erik Satie,Jean-Yves Thibaudet,spotify:track:7kTVe6XhIveidvkt8nb7jK,219760,0.59,0.00399,7,-36.497,1,0.242,0.996,0.946,0.0683,0.182,74.381,1
"Prélude à l'après-midi d'un faune, L.86",Claude Debussy,Timothy Hutchins,spotify:track:1oMtwEc8xjDTNarCsMlI8B,644333,0.102,0.0259,8,-30.196,0,0.0444,0.964,0.864,0.0972,0.0319,90.128,1
Finding the Pattern,Jessica Curry,,spotify:track:4u2qyRFTBYm3Se02t0Ki7d,240120,0.146,0.154,5,-16.92,1,0.0449,0.808,0.648,0.124,0.0383,143.625,1
"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile",Franz Joseph Haydn,Kodály Quartet,spotify:track:67TCAXIe154ZGDNaWceqxC,462627,0.159,0.0401,7,-27.516,1,0.0446,0.984,0.76,0.156,0.106,106.239,1
Les Baricades Mistérieuses (6e ordre),François Couperin,Alexandre Tharaud,spotify:track:1Q9JMojxHHF6JbEJAKJLgj,100347,0.191,0.0946,10,-25.59,1,0.0365,0.99,0.933,0.101,0.348,110.502,1
The Promise,Michael Nyman,,spotify:track:53ann6bENp7BF8uklrzQAp,256493,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,1
Adagio For Strings And Organ In G Minor,Tomaso Albinoni,Berliner Philharmoniker,spotify:track:7bvuOKIFqMyRSkLozmaoRg,708933,0.0781,0.0462,0,-23.246,0,0.0365,0.559,0.863,0.188,0.0343,81.291,1
"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",Anton Bruckner,Günter Wand,spotify:track:36ArELybUeOgq9TCjrMsIb,1150160,0.0704,0.0657,8,-19.466,1,0.0387,0.948,0.874,0.108,0.0361,61.017,1
"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi,Luciano Pavarotti,spotify:track:30CNRidKfNGwImhmvHpUS0,143573,0.36,0.196,6,-13.706,1,0.037,0.961,6.05e-06,0.0911,0.401,118.233,4
Tchaikovsky : 1812 Overture Op.49,Pyotr Ilyich Tchaikovsky,Daniel Barenboim,spotify:track:6mhQ7eOHaV0ur2ooKTavW1,905667,0.173,0.182,3,-18.848,1,0.0437,0.886,0.894,0.224,0.0781,70.831,1
"Saxophone Concerto, Op. 59, ""Cyber-bird"": I. Bird in Colors: Allegro",Takashi Yoshimatsu,Nobuya Sugawa,spotify:track:6kVOTiQy4yzZedH2o6xBjl,527400,0.202,0.194,5,-21.568,1,0.0578,0.953,0.647,0.0704,0.115,85.882,1
"Nocturne No.1 in B flat minor, Op.9 No.1",Frédéric Chopin,Nelson Freire,spotify:track:1EGFCxKCQ3isMnlPzEW8G1,334053,0.354,0.0179,1,-24.846,1,0.0385,0.982,0.906,0.0831,0.0381,61.202,1
"Kol Nidrei - Adagio For Cello, Opus 47",Max Bruch,Alisa Weilerstein,spotify:track:0iEIVX3DPGPX3ESUEXNsQv,649200,0.11,0.128,2,-21.281,1,0.0458,0.979,0.871,0.368,0.0398,81.059,1
Time,Hans Zimmer,,spotify:track:6ZFbXIJkuI1dVNWvzJzown,275547,0.221,0.0879,7,-16.996,1,0.0381,0.155,0.698,0.0869,0.0401,126.622,1
"Young Birches, Op. 128, No. 2",Amy Beach,Joanne Polk,spotify:track:4VVEfBXep7FdOt524jkfLF,159320,0.24,0.0834,6,-29.545,0,0.0499,0.978,0.944,0.0804,0.188,169.621,1
Amor dormiglione,Barbara Strozzi,Suzie LeBlanc,spotify:track:0LhfRUyZlLu075THebL8Sa,235822,0.513,0.273,9,-9.454,1,0.0368,0.966,2.79e-06,0.12,0.263,106.304,4
"Vaughan Williams: Job, Scene 9: Epilogue",Ralph Vaughan Williams,Andrew Davis,spotify:track:1CDEWKmyRTPWWa7uIKVSU4,208067,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,1
String Quartet No. 1 'Kreutzer Sonata': String Quartet No. 1 'Kreutzer Sonata': I. Adagio. Con moto,Leoš Janáček,Jerusalem Quartet,spotify:track:5UUNrbwbYIkNshq22NNKrX,266733,0.194,0.101,11,-21.772,1,0.048,0.931,0.714,0.221,0.074,91.74,1
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March",Pyotr Ilyich Tchaikovsky,Sir Simon Rattle,spotify:track:06am46cX3Z6YlSsg0TyVHA,145613,0.442,0.116,4,-23.172,0,0.0412,0.977,0.868,0.0862,0.511,151.064,1
"Scottish Fantasy for Violin and Orchestra, Op. 46: I. Introduction: Grave, Adagio cantabile",Max Bruch,Joshua Bell,spotify:track:1t4F79zRBJTwZAzmbO1LI0,530280,0.106,0.227,3,-15.286,1,0.0462,0.877,0.738,0.112,0.0391,59.94,1
"Tahiti Trot, Op. 16 (After V. Youmans's ""Tea for Two"")",Dmitri Shostakovich,Russian State Symphony Orchestra,spotify:track:1uARLLfeQPlBf1jSN4P0yK,249640,0.291,0.0981,8,-23.156,1,0.0398,0.95,0.865,0.275,0.194,138.168,1
"Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro",Antonio Vivaldi,James Tyler,spotify:track:4ZP3UMVksKg07IeeAjHkEy,230507,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,3
L'Orfeo - Prologo: Toccata,Claudio Monteverdi,New London Consort,spotify:track:6iSPRXGvT2VGHb1Duf9PAw,87960,0.619,0.342,2,-11.429,1,0.0349,0.466,0.0902,0.152,0.373,67.006,3
"Songs from ""Friday Afternoons"", Op.7: Songs From Friday Afternoons, Op. 7: ""Cuckoo!""",Benjamin Britten,"Choir Of Downside School, Purley",spotify:track:1sByLWxv4e3u3MntFKpdOr,100467,0.242,0.0221,1,-25.909,1,0.0421,0.992,5.17e-05,0.0816,0.0776,80.39,4
The Firebird (L'oiseau De Feu) - Suite (1919): Finale,Igor Stravinsky,Orchestre de l'Opéra Bastille,spotify:track:0mTUTkFQ2MxmUHFL8EdfeR,192453,0.123,0.225,4,-16.798,1,0.0351,0.73,0.509,0.0658,0.055,78.132,1
"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",Edvard Grieg,Gothenburg Symphony Orchestra,spotify:track:07xafomqQcYmFJbr4jpfHa,179893,0.237,0.0606,7,-22.569,1,0.0374,0.91,0.939,0.131,0.256,136.284,1
"Die Forelle, Op. 32, D. 550",Franz Schubert,Dietrich Fischer-Dieskau,spotify:track:7lCqzDWT6GPECGp0TzMnR7,119200,0.514,0.0772,11,-21.076,1,0.0352,0.981,0.00306,0.0859,0.511,87.514,4
"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Franz Joseph Haydn,Steven Isserlis,spotify:track:0Gh45IbIKOG9IucFfrZqLT,424307,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,1
Lohengrin: Prelude,Richard Wagner,Slovak Philharmonic,spotify:track:2x6mect1PKsrxXmsg2O23B,596000,0.0667,0.047,9,-25.426,1,0.0425,0.928,0.9,0.0652,0.0281,75.446,1
Bandido,Myke Towers,Juhn,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,232853,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,2
Antes,Anuel AA,Ozuna,spotify:track:73O30uMI7n6DuzBmbtO7kC,206587,0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985,2
Bonita,Jeeiph,,spotify:track:7EUvcSFkyVB73zrblhQmEL,187429,0.762,0.645,0,-5.422,1,0.272,0.241,1.26e-05,0.118,0.64,180.125,2
No Te Enamores - Remix,Milly,Farruko,spotify:track:2mM3gZ0BbPwPPMelbA8vgt,289933,0.824,0.837,5,-4.603,1,0.107,0.573,1.66e-05,0.271,0.58,100.021,3
Hecha Pa' Mi,Boza,,spotify:track:3VvA1wSxukMLsvXoXtlwWx,186133,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,2
La Nota,Manuel Turizo,Rauw Alejandro,spotify:track:7ndTONDDRFGiPnnhOzOXxq,216107,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,0
LA NOCHE DE ANOCHE,Bad Bunny,ROSALÍA,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,203201,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,0
Yo No Sé,Rvfv,,spotify:track:43ic0un1f9Nak0ZCQgvKjY,168960,0.917,0.54,1,-6.63,0,0.0954,0.29,0.000197,0.0937,0.747,125.048,2
Polvo,Nicky Jam,Myke Towers,spotify:track:68mrW6gXHgupgSiDHgaDi5,211130,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,0
BICHOTA,KAROL G,,spotify:track:7vrJn5hDSXRmdXoR30KgF1,178947,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,2
DÁKITI,Bad Bunny,Jhay Cortez,spotify:track:4MzXwWMhyBbmu6hOcLVD49,205090,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,0
Qué Le Voy a Hacer,Skechi,,spotify:track:5K4T7KJlGKoiwKA2nuQCjy,231176,0.794,0.664,9,-7.599,1,0.146,0.526,0.0,0.118,0.863,101.963,2
Del Mar,Ozuna,Doja Cat,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,214507,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,0
Vete Pal Carajo,Yan Block,Jay Wheeler,spotify:track:1mrQYY0NATPCe7WOYcCKf1,176147,0.784,0.65,0,-7.07,0,0.247,0.604,0.000579,0.104,0.589,109.181,3
Mala Costumbre,Manuel Turizo,Wisin & Yandel,spotify:track:70uX4beGHc1nQikXveOknp,230728,0.823,0.772,0,-4.935,1,0.0591,0.243,0.0,0.118,0.582,96.001,2
Comerte Entera,C. Tangana,Toquinho,spotify:track:6OqGa8qpssC8tkbaeAUe10,174481,0.801,0.399,2,-7.296,0,0.107,0.529,1.5e-06,0.239,0.359,124.049,3
Zorra - Remix,Bad Gyal,Rauw Alejandro,spotify:track:30t9smohiwcsWePn1V18Ce,216533,0.499,0.762,11,-4.489,1,0.218,0.443,0.0,0.137,0.512,76.995,5
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,Nathy Peluso,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,171215,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,2
BEBÉ,Camilo,El Alfa,spotify:track:7D7EH7MGyNHWSkqrszerI1,198707,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,2
Fake Capo (Remix),Karetta el Gucci,Omar Montes,spotify:track:2HhmZirVUVPo4wWCgUU70P,230863,0.756,0.877,11,-4.168,0,0.0916,0.187,0.000207,0.0673,0.752,137.058,2
Chica Ideal,Sebastian Yatra,Guaynaa,spotify:track:21N4Buj4xsyLb218lYle61,183240,0.574,0.891,0,-3.665,0,0.157,0.0847,0.0,0.16,0.707,100.978,2
Tú Me Dejaste De Querer,C. Tangana,Niño de Elche,spotify:track:0XinBYhf1X3kdvKQHOX971,198500,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,0
Tussi,Arcangel,Justin Quiles,spotify:track:4vjVdfdBHnUiaFCcUa3gfn,189467,0.833,0.886,1,-4.722,0,0.0607,0.256,0.0,0.082,0.698,94.018,2
Los Dioses,Anuel AA,Ozuna,spotify:track:7oHsIIDKbEJlFULg1HF0pP,278280,0.762,0.61,7,-6.378,1,0.228,0.076,0.000132,0.0744,0.277,146.989,0
Fantasia Sexual,Myke Towers,Rauw Alejandro,spotify:track:20vM5hycZtDFwvpNWXU6su,253469,0.831,0.625,1,-3.576,1,0.0851,0.179,0.0,0.104,0.267,98.011,0
Problemas,Paris Boy,,spotify:track:2aQJOc2QUTdQl1J2Z9VxYO,222892,0.787,0.238,1,-13.154,0,0.0554,0.677,2.2e-05,0.0869,0.262,98.022,3
Normal que se lo crea (feat. Keen Levy),Daviles de Novelda,Omar Montes,spotify:track:5SuAVjvO7r7n0v6ctuJ4L6,256020,0.659,0.771,2,-5.583,1,0.116,0.0368,0.0,0.0642,0.679,196.033,2
Reloj,Rauw Alejandro,Anuel AA,spotify:track:7r9ZhitdQBONTFOiJW5mr8,231595,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946,2
A Un Paso De La Luna,Ana Mena,Rocco Hunt,spotify:track:7ql2RUmAmj36tkMUNWo7MT,167313,0.744,0.771,10,-5.403,1,0.0531,0.394,0.0,0.292,0.954,121.968,2
La Luz,Sech,J Balvin,spotify:track:5zj8WNkBrEzlI5FKeYV4ol,216747,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053,3
Entre Tú y Yo,Chema Rivas,,spotify:track:1nxlRYbM2Ral4im0LExtZY,224000,0.854,0.669,9,-5.206,0,0.0617,0.288,0.0,0.221,0.484,120.023,0
drivers license,Olivia Rodrigo,,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,242014,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4
Ayer Me Llamó Mi Ex – Remix,KHEA,Natti Natasha,spotify:track:59nnGpAU3AiL2tD0o2It11,256253,0.784,0.691,10,-4.972,0,0.0437,0.231,0.0,0.119,0.548,117.032,0
Blin Blin,Bad Gyal,Juanka,spotify:track:5u5S7D8NaQzyKkdU4duHJR,144613,0.771,0.735,1,-3.388,1,0.114,0.103,6.19e-05,0.0503,0.72,96.253,2
La Tirita,Belén Aguilera,Lola Indigo,spotify:track:2ack8D0tjC7mzdDOg7ikQ5,172632,0.774,0.586,0,-8.392,1,0.0506,0.0155,1.67e-05,0.117,0.713,102.008,2
Mi Niña,Wisin,Myke Towers,spotify:track:2bgcUk2A3jjKbCJ7KPquTi,213314,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999,2
100,Anuel AA,Ozuna,spotify:track:2sqgNScWya6T8PwKMELYW8,215293,0.769,0.455,10,-5.698,0,0.155,0.554,2.07e-06,0.251,0.293,95.097,3
La Tóxica,Farruko,,spotify:track:15OjBeqNX3bShsGYQbteRv,180520,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,2
Motorola,Morad,,spotify:track:3XkPX66UVP2FhtnvJBzpl1,195692,0.88,0.741,5,-5.377,0,0.0553,0.226,2.96e-05,0.0894,0.779,129.965,2
De Cora <3,Rauw Alejandro,J Balvin,spotify:track:22Sh5dlwbERqJAq1fZk5b2,190101,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,3
Como Estrellas,LA YOUNG,,spotify:track:3Iql4v0ISjuMqj7MNkuWJX,219000,0.446,0.496,6,-6.051,1,0.0857,0.765,0.0,0.259,0.763,170.145,3
Vida de Rico,Camilo,,spotify:track:73nAK3HgQK8dak83Y2WQ8F,187427,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,0.95,87.977,2
Parce (feat. Justin Quiles),Maluma,Lenny Tavárez,spotify:track:4RJz8NfIe09gpKMiRUWKhJ,248345,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897,2
Se Te Nota (with Guaynaa),Lele Pons,Guaynaa,spotify:track:11EnQRgRMJwMAesfkB5pnu,155825,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,0.963,103.013,2
cómo te va?,Lola Indigo,Beret,spotify:track:3lf6mWt6LkbQ4OarnxrBGD,218853,0.689,0.608,11,-7.245,1,0.144,0.314,0.0,0.093,0.556,90.165,3
34 Amor y Mafia,JC Reyes,Camin,spotify:track:6Vi8rWobVwobca5fR5WHVG,206955,0.844,0.771,9,-4.026,1,0.043,0.331,0.0,0.0893,0.829,94.029,2
Despeinada,Ozuna,Camilo,spotify:track:0JAZWvvqttGFm4UMDsPQXC,224187,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,2
Enchule,Rauw Alejandro,,spotify:track:3ThrfRAmijYU098H9q9tAs,185719,0.763,0.666,7,-3.316,1,0.194,0.153,0.0,0.301,0.587,90.086,0
Una Locura,Ozuna,J Balvin,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,230693,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,2
El Coleta,Morad,,spotify:track:3bT4D5HymqEcxaCSdBVIU9,200315,0.781,0.793,5,-5.339,1,0.0352,0.0377,0.17,0.0899,0.64,127.005,2
Break My Heart,Dua Lipa,,spotify:track:017PF4Q3l4DBUiWoXk4OWT,221820,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,0
Diamonds,Sam Smith,,spotify:track:5hvwx5i67IwnCkjl9VHkNv,213869,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,0
Blinding Lights,The Weeknd,,spotify:track:0sf12qNH5qcw8qpgymFOqD,201573,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,5
Don't Cry For Me (with Jason Derulo),Alok,Martin Jensen,spotify:track:0FLwo3U1NrjocfK2FDisrX,155769,0.69,0.587,1,-6.53,0,0.0466,0.105,0.0,0.102,0.278,104.046,0
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Justin Bieber,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1,178994,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,0
Watermelon Sugar,Harry Styles,,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,0
OK Not To Be OK,Marshmello,Demi Lovato,spotify:track:0zzVTGyRrWpQu8Fr28NRAv,159863,0.743,0.837,1,-5.025,0,0.0649,0.0172,0.0,0.0743,0.263,103.072,0
Don't Start Now,Dua Lipa,,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,183290,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,2
Jerusalema (feat. Nomcebo Zikode),Master KG,Nomcebo Zikode,spotify:track:2MlOUXmcofMackX3bxfSwi,342613,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,2
Nobody's Love,Maroon 5,,spotify:track:3kwgqoBqTwoAH4nT29TYrq,211254,0.486,0.567,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,5
Wonder,Shawn Mendes,,spotify:track:5KCbr5ndeby4y4ggthdiAb,172693,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,5
Stuck with U (with Justin Bieber),Ariana Grande,Justin Bieber,spotify:track:4HBZA5flZLE435QTztThqH,228482,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3
Adore You,Harry Styles,,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,207133,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,0
Dynamite,BTS,,spotify:track:0v1x6rN6JHRapa03JElljE,199054,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,2
Prisoner (feat. Dua Lipa),Miley Cyrus,Dua Lipa,spotify:track:5JqZ3oqF00jkT81foAFvqg,169333,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,2
Memories,Maroon 5,,spotify:track:2b8fOow8UzyDFAE27YhOZM,189486,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,3
Levitating,Dua Lipa,,spotify:track:39LLxExYz6ewLAcYrzQQyP,203808,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,2
Before You Go,Lewis Capaldi,,spotify:track:7ce20yLkzuXXLUhzIDoZih,215107,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4
Midnight (feat. Liam Payne),Alesso,Liam Payne,spotify:track:4ZTTUAjJCd4NMZmIU7RB4c,220141,0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028,0
How Do You Sleep?,Sam Smith,,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,202205,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5
Be Kind (with Halsey),Marshmello,Halsey,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,172762,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,0
Lose Somebody,Kygo,OneRepublic,spotify:track:7xbWAw3LMgRMn4omR5yVn3,199549,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,3
Dance Monkey,Tones And I,,spotify:track:5ZULALImTm80tzUbYQYM9d,209438,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,3
Holy (feat. Chance The Rapper),Justin Bieber,Chance the Rapper,spotify:track:5u1n1kITHCxxp8twBcZxWy,212093,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,0
Rain On Me (with Ariana Grande),Lady Gaga,Ariana Grande,spotify:track:24ySl2hOPGCDcxBxFIqWBu,182200,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,2
Afterglow,Ed Sheeran,,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,185487,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4
Physical,Dua Lipa,,spotify:track:5px6upUHM3fhOP621Edp4V,193829,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,2
Resilient (ft. Aitana) [Tiësto Remix],Katy Perry,Tiësto,spotify:track:4abn7Lc3illnEHFc9ki6x2,198947,0.639,0.784,0,-4.905,1,0.0562,0.0435,0.0,0.111,0.321,126.946,0
Take You Dancing,Jason Derulo,,spotify:track:59qrUpoplZxbIZxk6X0Bm3,190306,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,2
My Oasis (feat. Burna Boy),Sam Smith,Burna Boy,spotify:track:2KoHxhRyWxJzA0VafWd5Nk,179917,0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783,3
Mood (feat. iann dior),24kGoldn,iann dior,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,140526,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,2
I Don't Care (with Justin Bieber),Ed Sheeran,Justin Bieber,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,219947,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,2
Breaking Me,Topic,A7S,spotify:track:3H7ihDc1dqLriiWXwsc2po,166794,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,2
Lonely (with benny blanco),Justin Bieber,benny blanco,spotify:track:4y4spB9m0Q6026KfkAvy9Q,149297,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,4
Liar,Camila Cabello,,spotify:track:7LzouaWGFCy4tkXDOOnEyM,207039,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,2
Someone You Loved,Lewis Capaldi,,spotify:track:7qEHsqek33rTcFNT9PFqLf,182161,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4
Lose You To Love Me,Selena Gomez,,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,206459,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,4
Together,Sia,,spotify:track:5id3Rqn7SPj1LX4FfY4nGz,205208,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,5
Señorita,Shawn Mendes,Camila Cabello,spotify:track:0TK2YIli7K1leLovkQiNik,190960,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,2
ily (i love you baby) (feat. Emilee),Surf Mesa,Emilee,spotify:track:62aP9fBQKYKxi7PDXwcUAS,176547,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,0
Anyone,Justin Bieber,,spotify:track:31qCy5ZaophVA81wtlwLc4,190779,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,0
Beautiful People (feat. Khalid),Ed Sheeran,Khalid,spotify:track:4evmHXcjt3bTUHD1cvny97,197867,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,0
Let It Be Me,Steve Aoki,Backstreet Boys,spotify:track:3sHuIjfAzluc6S9cXoqfqC,224061,0.661,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098,0
Naked,Jonas Blue,MAX,spotify:track:2gGLpMzoo80A7jGEIr4ou8,210921,0.856,0.622,10,-5.217,0,0.0564,0.36,0.0,0.0875,0.778,114.976,2
positions,Ariana Grande,,spotify:track:7igeByaBM0MgGsgXtNxDJ7,172325,0.736,0.802,0,-4.759,1,0.0864,0.468,0.0,0.094,0.675,144.005,2
Feel Me,Selena Gomez,,spotify:track:6XXYdF6pJR1K3wKvuxmu7n,226003,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989,0
X (with KAROL G),Jonas Brothers,KAROL G,spotify:track:77fvnWALKJR0ws1VUx09CY,185277,0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,2
